sale_id,customer_id,product_id,store_id,employee_id,campaign_id,sale_date,quantity,unit_price,discount,payment_method
307,919,95,14,6,11,2023-04-16,4,48.84,0.1,paypal
308,476,57,17,57,38,2022-10-05,2,190.9,0.15,paypal
309,269,18,10,100,27,2022-02-02,5,326.27,0.15,paypal
310,1274,25,7,73,45,2022-05-12,4,66.94,0.05,credit_card
311,321,99,20,126,7,2022-01-06,4,115.14,0.05,bank_transfer
312,1141,90,2,5,23,2022-08-06,4,329.05,0.05,paypal
313,1696,75,17,9,5,2024-01-05,3,199.76,0.05,paypal
314,248,43,18,58,32,2024-08-13,4,88.15,0.05,paypal
315,1578,97,18,69,10,2022-08-08,3,275.44,0.0,credit_card
316,1637,7,15,29,7,2023-03-17,1,75.35,0.15,credit_card
317,343,4,4,53,24,2024-06-19,5,183.33,0.0,cash
318,1501,74,4,40,42,2024-10-03,3,130.99,0.15,paypal
319,1738,79,7,113,27,2023-04-27,3,39.89,0.0,credit_card
320,700,22,10,130,11,2022-10-06,2,100.05,0.15,credit_card
321,739,55,8,39,49,2023-04-25,3,43.44,0.15,bank_transfer
322,847,51,14,118,34,2023-03-08,2,77.03,0.15,paypal
323,1470,53,17,18,6,2024-06-20,1,369.21,0.0,paypal
324,889,4,2,101,49,2022-03-28,3,197.85,0.05,credit_card
325,1294,3,17,76,27,2023-10-03,2,115.4,0.0,bank_transfer
326,1863,59,12,3,18,2023-07-29,5,25.12,0.1,cash
327,1818,13,18,114,45,2024-06-28,4,122.31,0.05,paypal
328,173,93,2,138,22,2024-02-05,4,287.14,0.1,bank_transfer
329,438,35,3,131,36,2023-06-05,2,72.28,0.1,paypal
330,48,20,1,139,38,2022-02-05,5,71.94,0.05,paypal
331,1488,46,14,130,8,2024-12-08,2,88.17,0.1,credit_card
332,254,93,2,32,29,2023-03-18,3,259.07,0.1,paypal
333,695,54,8,149,37,2023-04-11,5,139.87,0.15,cash
334,1463,18,13,134,48,2022-12-07,3,292.49,0.05,cash
335,1686,24,12,117,7,2022-12-28,1,27.16,0.05,cash
336,189,50,2,109,9,2023-10-08,4,73.54,0.0,bank_transfer
337,1387,83,17,104,38,2024-04-06,2,267.66,0.1,bank_transfer
338,902,89,16,107,11,2024-05-20,3,85.17,0.15,cash
339,265,81,17,136,8,2022-02-25,5,39.96,0.15,cash
340,1934,32,18,95,8,2023-10-07,4,162.76,0.05,bank_transfer
341,83,18,17,40,8,2023-12-31,1,281.62,0.1,paypal
342,603,30,16,8,10,2022-05-17,3,272.34,0.1,cash
343,1821,1,10,56,12,2022-10-04,5,13.81,0.1,bank_transfer
344,139,20,2,107,31,2022-01-22,1,68.7,0.1,paypal
345,1601,79,13,122,47,2023-12-19,5,37.14,0.1,cash
346,1560,46,15,115,10,2023-10-04,2,82.76,0.15,paypal
347,794,59,8,102,22,2023-08-19,1,24.77,0.15,credit_card
348,1774,93,6,7,37,2024-10-27,4,284.99,0.0,paypal
349,395,87,20,139,37,2022-03-16,5,50.93,0.0,credit_card
350,1030,9,1,31,43,2024-02-22,5,290.93,0.15,cash
351,503,28,19,114,6,2024-04-09,1,305.29,0.05,paypal
352,1766,86,1,88,28,2024-07-28,4,326.41,0.15,cash
353,783,2,9,24,8,2023-11-23,4,40.54,0.1,credit_card
354,375,41,9,23,10,2022-10-23,5,67.03,0.05,paypal
355,1259,94,11,47,2,2022-01-04,4,137.18,0.0,credit_card
356,292,63,14,83,17,2022-09-30,3,188.87,0.1,bank_transfer
357,1541,33,20,61,32,2024-12-28,1,336.85,0.05,bank_transfer
358,952,97,18,105,5,2022-03-14,1,248.57,0.1,bank_transfer
359,1872,87,1,69,36,2024-05-08,1,48.57,0.05,credit_card
360,624,85,19,105,29,2022-02-16,2,18.52,0.05,credit_card
361,765,57,18,44,16,2023-10-31,5,180.69,0.05,bank_transfer
362,1665,17,15,75,42,2023-07-04,5,196.64,0.0,cash
363,560,4,20,65,44,2024-06-03,1,184.07,0.15,bank_transfer
364,1199,74,17,73,3,2022-11-22,3,134.36,0.05,cash
365,184,73,13,32,9,2024-06-27,5,162.07,0.1,paypal
366,1811,78,11,67,49,2024-06-18,4,151.55,0.1,bank_transfer
367,700,9,7,118,39,2024-10-14,3,274.95,0.1,paypal
368,1324,70,1,122,1,2023-03-09,1,260.1,0.05,credit_card
369,1562,54,13,138,6,2023-10-26,2,131.22,0.15,credit_card
370,1377,24,4,91,25,2024-12-19,5,25.49,0.15,paypal
371,256,59,15,95,13,2023-12-01,4,21.86,0.0,bank_transfer
372,1554,8,9,92,13,2023-12-11,1,111.07,0.0,credit_card
373,480,73,16,93,3,2022-08-06,5,164.06,0.05,paypal
374,15,80,7,102,8,2023-10-09,4,19.45,0.05,paypal
375,1131,68,7,145,44,2024-01-21,5,65.76,0.05,cash
376,261,77,9,146,15,2024-06-09,1,270.31,0.0,paypal
377,1987,61,18,65,44,2023-02-23,2,225.25,0.0,bank_transfer
378,1749,33,11,111,27,2023-09-02,1,402.41,0.0,paypal
379,1015,90,12,133,49,2022-11-17,1,354.84,0.15,credit_card
380,1091,34,15,81,1,2023-03-26,2,75.4,0.15,bank_transfer
381,1511,81,8,109,5,2023-02-23,2,41.75,0.0,cash
382,129,37,4,8,31,2022-04-20,2,44.28,0.1,bank_transfer
383,1722,67,9,64,7,2022-08-25,1,192.11,0.1,bank_transfer
384,1683,21,11,134,16,2022-11-10,2,47.05,0.0,credit_card
385,1281,94,15,149,8,2022-02-23,5,135.62,0.0,credit_card
386,642,78,3,33,4,2023-06-10,1,174.26,0.15,bank_transfer
387,135,37,4,15,36,2022-10-19,1,45.59,0.15,credit_card
388,197,55,20,106,15,2022-09-13,3,47.7,0.15,credit_card
389,1803,49,20,26,22,2022-07-10,4,29.28,0.15,credit_card
390,222,51,4,4,39,2022-12-19,4,83.33,0.05,credit_card
391,1853,41,19,33,41,2022-07-20,5,75.95,0.05,paypal
392,381,11,8,36,3,2024-03-17,3,204.09,0.15,credit_card
393,1051,4,12,80,38,2024-11-24,2,194.22,0.15,cash
394,597,49,12,3,34,2024-01-04,2,29.8,0.1,cash
395,865,83,12,51,13,2023-10-14,1,256.36,0.0,cash
396,1423,50,15,85,38,2023-10-01,1,66.82,0.15,paypal
397,333,64,4,117,3,2024-09-25,5,90.18,0.1,bank_transfer
398,1420,100,8,120,40,2024-12-26,2,108.08,0.05,cash
399,1654,32,13,53,26,2023-05-04,2,163.0,0.1,cash
400,733,3,1,143,8,2022-01-17,1,103.87,0.0,cash
401,90,94,1,51,13,2024-02-19,3,130.87,0.1,paypal
402,1473,94,6,87,36,2024-09-24,2,125.0,0.1,cash
403,1727,49,9,26,2,2022-06-30,2,28.16,0.05,cash
404,694,73,7,79,30,2023-04-17,4,165.01,0.0,cash
405,1928,81,17,112,46,2024-12-17,3,45.85,0.05,credit_card
406,1628,98,7,50,35,2023-12-25,1,162.15,0.05,bank_transfer
